Fecha Pedido,Categoría Tarjeta,País,Ventas,ID Cliente,Nombre Cliente
2021-12-07,Plata,Ecuador,17,HL-15040,Hunter Lopez
2021-12-08,Plata,Ecuador,18,AW-10930,Arthur Wiediger
2021-12-09,Plata,Ecuador,13,KT-16465,Kean Takahito
2021-12-10,Plata,Ecuador,21,JL-15835,John Lee
2021-12-11,Plata,Ecuador,14,BM-11650,Brian Moss
2021-12-12,Plata,Ecuador,18,SO-20335,Sean O'Donnell
2021-12-13,Plata,Ecuador,21,TB-21625,Trudy Brown
2021-12-14,Plata,Ecuador,18,GB-14530,George Bell
2021-12-15,Plata,Ecuador,18,EG-13900,Emily Grady
2021-12-16,Plata,Ecuador,25,KW-16435,Katrina Willman
2021-12-17,Plata,Ecuador,15,DW-13195,David Wiener
2021-12-18,Plata,Ecuador,19,FM-14215,Filia McAdams
2021-12-19,Plata,Ecuador,21,HE-14800,Harold Engle
2021-12-20,Plata,Ecuador,25,SM-20950,Suzanne McNair
2021-12-21,Plata,Ecuador,7,TT-21220,Thomas Thornton
2021-12-22,Plata,Ecuador,16,SC-20095,Sanjit Chand
2021-12-23,Plata,Ecuador,14,JS-16030,Joy Smith
2021-12-24,Plata,Ecuador,19,HG-14845,Harry Greene
2021-12-25,Plata,Ecuador,21,BM-11140,Becky Martin
2021-12-26,Plata,Ecuador,22,MH-18025,Michelle Huthwaite
2021-12-27,Plata,Ecuador,22,MY-18295,Muhammed Yedwab
2021-12-28,Plata,Ecuador,15,TD-20995,Tamara Dahlen
2021-12-29,Plata,Ecuador,21,PS-18970,Paul Stevenson
2021-12-30,Plata,Ecuador,16,JD-15895,Jonathan Doherty
2021-12-31,Plata,Ecuador,23,LW-17125,Liz Willingham
2022-01-01,Plata,Ecuador,23,CJ-12010,Caroline Jumper
2022-01-02,Plata,Ecuador,22,CK-12760,Cyma Kinney
2022-01-03,Plata,Ecuador,19,KM-16660,Khloe Miller
2022-01-04,Plata,Ecuador,14,RO-19780,Rose O'Brian
2022-01-05,Plata,Ecuador,13,MC-17605,Matt Connell
2022-01-06,Plata,Ecuador,19,FO-14305,Frank Olsen
2022-01-07,Plata,Ecuador,17,BW-11110,Bart Watters
2022-01-08,Plata,Ecuador,10,PC-19000,Pauline Chand
2022-01-09,Plata,Ecuador,25,DK-13225,Dean Katz
2022-01-10,Plata,Ecuador,20,RD-19900,Ruben Dartt
2022-01-11,Plata,Ecuador,14,JD-16060,Julia Dunbar
2022-01-12,Plata,Ecuador,18,CK-12595,Clytie Kelty
2022-01-13,Plata,Ecuador,22,SC-20770,Stewart Carmichael
2022-01-14,Plata,Ecuador,16,DL-12865,Dan Lawera
2022-01-15,Plata,Ecuador,22,MV-17485,Mark Van Huff
2022-01-16,Plata,Ecuador,22,CS-12175,Charles Sheldon
2022-01-17,Plata,Ecuador,19,NW-18400,Natalie Webber
2022-01-18,Plata,Ecuador,19,ZC-21910,Zuschuss Carroll
2022-01-19,Plata,Ecuador,20,RS-19420,Ricardo Sperren
2022-01-20,Plata,Ecuador,14,SR-20740,Steven Roelle
2022-01-21,Plata,Ecuador,14,SW-20455,Shaun Weien
2022-01-22,Plata,Ecuador,16,LC-16870,Lena Cacioppo
2022-01-23,Plata,Ecuador,19,PJ-19015,Pauline Johnson
2022-01-24,Plata,Ecuador,18,NL-18310,Nancy Lomonaco
2022-01-25,Plata,Ecuador,18,JC-15775,John Castell
2022-01-26,Plata,Ecuador,22,HJ-14875,Heather Jas
2022-01-27,Plata,Ecuador,23,JE-15475,Jeremy Ellison
2022-01-28,Plata,Ecuador,18,Co-12640,Corey-Lock
2022-01-29,Plata,Ecuador,17,SB-20185,Sarah Brown
2022-01-30,Plata,Ecuador,18,FH-14275,Frank Hawley
2022-01-31,Plata,Ecuador,20,JF-15355,Jay Fein
2022-02-01,Plata,Ecuador,12,SF-20065,Sandra Flanagan
2022-02-02,Plata,Ecuador,24,SZ-20035,Sam Zeldin
2022-02-03,Plata,Ecuador,25,AH-10465,Amy Hunt
2022-02-04,Plata,Ecuador,22,CP-12340,Christine Phan
2022-02-05,Plata,Ecuador,19,JD-16150,Justin Deggeller
2022-02-06,Plata,Ecuador,28,ER-13855,Elpida Rittenbach
2022-02-07,Plata,Ecuador,24,KH-16510,Keith Herrera
2022-02-08,Plata,Ecuador,19,DJ-13420,Denny Joy
2022-02-09,Plata,Ecuador,19,CK-12205,Chloris Kastensmidt
2022-02-10,Plata,Ecuador,21,AD-10180,Alan Dominguez
2022-02-11,Plata,Ecuador,24,LT-17110,Liz Thompson
2022-02-12,Plata,Ecuador,25,VP-21760,Victoria Pisteka
2022-02-13,Plata,Ecuador,22,SC-20725,Steven Cartwright
2022-02-14,Plata,Ecuador,29,GG-14650,Greg Guthrie
2022-02-15,Plata,Ecuador,22,MS-17530,MaryBeth Skach
2022-02-16,Plata,Ecuador,26,BN-11515,Bradley Nguyen
2022-02-17,Plata,Ecuador,21,AH-10120,Adrian Hane
2022-02-18,Plata,Ecuador,20,DO-13645,Doug O'Connell
2022-02-19,Plata,Ecuador,22,FC-14335,Fred Chung
2022-02-20,Plata,Ecuador,21,SA-20830,Sue Ann Reed
2022-02-21,Plata,Ecuador,25,BF-11215,Benjamin Farhat
2022-02-22,Plata,Ecuador,11,CM-11935,Carlos Meador
2022-02-23,Plata,Ecuador,17,LC-16930,Linda Cazamias
2022-02-24,Plata,Ecuador,26,JB-16000,Joy Bell-
2022-02-25,Plata,Ecuador,22,PC-18745,Pamela Coakley
2022-02-26,Plata,Ecuador,22,PO-18850,Patrick O'Brill
2022-02-27,Plata,Ecuador,19,KT-16480,Kean Thornton
2022-02-28,Plata,Ecuador,23,TG-21310,Toby Gnade
2022-03-01,Plata,Ecuador,19,RM-19375,Raymond Messe
2022-03-02,Plata,Ecuador,25,DM-13525,Don Miller
2022-03-03,Plata,Ecuador,25,MH-17440,Mark Haberlin
2022-03-04,Plata,Ecuador,19,MF-18250,Monica Federle
2022-03-05,Plata,Ecuador,28,RL-19615,Rob Lucas
2022-03-06,Plata,Ecuador,23,SV-20785,Stewart Visinsky
2022-03-07,Plata,Ecuador,13,ND-18460,Neil Ducich
2022-03-08,Plata,Ecuador,23,SE-20110,Sanjit Engle
2022-03-09,Plata,Ecuador,24,NF-18385,Natalie Fritzler
2022-03-10,Plata,Ecuador,28,HP-14815,Harold Pawlan
2022-03-11,Plata,Ecuador,27,DK-13090,Dave Kipp
2022-03-12,Plata,Ecuador,26,PG-18895,Paul Gonzalez
2022-03-13,Plata,Ecuador,31,GH-14410,Gary Hansen
2022-03-14,Plata,Ecuador,16,MC-17275,Marc Crier
2022-03-15,Plata,Ecuador,24,PR-18880,Patrick Ryan
2022-03-16,Plata,Ecuador,15,GA-14725,Guy Armstrong
2022-03-17,Plata,Ecuador,19,LS-17230,Lycoris Saunders
2022-03-18,Plata,Ecuador,22,DK-13375,Dennis Kane
2022-03-19,Plata,Ecuador,24,AS-10225,Alan Schoenberger
2022-03-20,Plata,Ecuador,17,SP-20650,Stephanie Phelps
2022-03-21,Plata,Ecuador,22,LL-16840,Lauren Leatherbury
2022-03-22,Plata,Ecuador,19,SC-20680,Steve Carroll
2022-03-23,Plata,Ecuador,24,LR-17035,Lisa Ryan
2022-03-24,Plata,Ecuador,13,GM-14455,Gary Mitchum
2022-03-25,Plata,Ecuador,36,BD-11725,Bruce Degenhardt
2022-03-26,Plata,Ecuador,28,LW-16990,Lindsay Williams
2022-03-27,Plata,Ecuador,28,DL-13495,Dionis Lloyd
2022-03-28,Plata,Ecuador,25,EN-13780,Edward Nazzal
2022-03-29,Plata,Ecuador,23,TS-21610,Troy Staebel
2022-03-30,Plata,Ecuador,16,BM-11785,Bryan Mills
2022-03-31,Plata,Ecuador,19,JP-15520,Jeremy Pistek
2022-04-01,Plata,Ecuador,25,JM-15535,Jessica Myrick
2022-04-02,Plata,Ecuador,33,EB-13930,Eric Barreto
2022-04-03,Plata,Ecuador,41,AO-10810,Anthony O'Donnell
2022-04-04,Plata,Ecuador,26,FH-14365,Fred Hopkins
2022-04-05,Plata,Ecuador,34,BP-11185,Ben Peterman
2022-04-06,Plata,Ecuador,22,RW-19630,Rob Williams
2022-04-07,Plata,Ecuador,27,SS-20515,Shirley Schmidt
2022-04-08,Plata,Ecuador,26,GR-14560,Georgia Rosenberg
2022-04-09,Plata,Ecuador,39,RP-19390,Resi Plking
2022-04-10,Plata,Ecuador,39,MM-17260,Magdelene Morse
2022-04-11,Plata,Ecuador,26,DB-13405,Denny Blanton
2022-04-12,Plata,Ecuador,30,LW-16825,Laurel Workman
2022-04-13,Plata,Ecuador,22,CA-12310,Christine Abelman
2022-04-14,Plata,Ecuador,27,DB-13060,Dave Brooks
2022-04-15,Plata,Ecuador,34,SC-20305,Sean Christensen
2022-04-16,Plata,Ecuador,37,CV-12295,Christina VanderZanden
2022-04-17,Plata,Ecuador,28,CY-12745,Craig Yedwab
2022-04-18,Plata,Ecuador,26,TB-21250,Tim Brockman
2022-04-19,Plata,Ecuador,25,MH-17785,Maya Herman
2022-04-20,Plata,Ecuador,29,EM-13825,Elizabeth Moffitt
2022-04-21,Plata,Ecuador,33,TS-21370,Todd Sumrall
2022-04-22,Plata,Ecuador,31,GT-14635,Grant Thornton
2022-04-23,Plata,Ecuador,39,TB-21280,Toby Braunhardt
2022-04-24,Plata,Ecuador,28,AT-10435,Alyssa Tate
2022-04-25,Plata,Ecuador,26,MH-17620,Matt Hagelstein
2022-04-26,Plata,Ecuador,22,JO-15145,Jack O'Briant
2022-04-27,Plata,Ecuador,22,ME-17320,Maria Etezadi
2022-04-28,Plata,Ecuador,29,DM-12955,Dario Medina
2022-04-29,Plata,Ecuador,31,AF-10885,Art Foster
2022-04-30,Plata,Ecuador,45,AS-10630,Ann Steele
2022-05-01,Plata,Ecuador,38,SG-20470,Sheri Gordon
2022-05-02,Plata,Ecuador,22,BF-10975,Barbara Fisher
2022-05-03,Plata,Ecuador,29,HR-14770,Hallie Redmond
2022-05-04,Plata,Ecuador,25,KH-16330,Katharine Harms
2022-05-05,Plata,Ecuador,36,VF-21715,Vicky Freymann
2022-05-06,Plata,Ecuador,36,NC-18625,Noah Childs
2022-05-07,Plata,Ecuador,37,TP-21415,Tom Prescott
2022-05-08,Plata,Ecuador,39,NM-18445,Nathan Mautz
2022-05-09,Plata,Ecuador,22,DS-13030,Darrin Sayre
2022-05-10,Plata,Ecuador,25,DP-13105,Dave Poirier
2022-05-11,Plata,Ecuador,27,ZD-21925,Zuschuss Donatelli
2022-05-12,Plata,Ecuador,27,AA-10480,Andrew Allen
2022-05-13,Plata,Ecuador,38,MV-18190,Mike Vittorini
2022-05-14,Plata,Ecuador,36,JM-15250,Janet Martin
2022-05-15,Plata,Ecuador,34,GH-14485,Gene Hale
2022-05-16,Plata,Ecuador,19,AB-10600,Ann Blume
2022-05-17,Plata,Ecuador,30,MH-17455,Mark Hamilton
2022-05-18,Plata,Ecuador,22,SJ-20125,Sanjit Jacobs
2022-05-19,Plata,Ecuador,32,RB-19435,Richard Bierner
2022-05-20,Plata,Ecuador,36,SS-20410,Shahid Shariari
2022-05-21,Plata,Ecuador,33,AR-10345,Alex Russell
2022-05-22,Plata,Ecuador,30,JH-16180,Justin Hirsh
2022-05-23,Plata,Ecuador,24,SP-20920,Susan Pistek
2022-05-24,Plata,Ecuador,32,DB-13555,Dorothy Badders
2022-05-25,Plata,Ecuador,26,RA-19285,Ralph Arnett
2022-05-26,Plata,Ecuador,26,DE-13255,Deanra Eno
2022-05-27,Plata,Ecuador,32,CR-12730,Craig Reiter
2022-05-28,Plata,Ecuador,39,SF-20200,Sarah Foster
2022-05-29,Plata,Ecuador,38,MS-17770,Maxwell Schwartz
2022-05-30,Plata,Ecuador,17,TS-21160,Theresa Swint
2022-05-31,Plata,Ecuador,33,EJ-13720,Ed Jacobs
2022-06-01,Plata,Ecuador,22,MY-17380,Maribeth Yedwab
2022-06-02,Plata,Ecuador,30,BT-11395,Bill Tyler
2022-06-03,Plata,Ecuador,33,RP-19270,Rachel Payne
2022-06-04,Plata,Ecuador,31,VB-21745,Victoria Brennan
2022-06-05,Plata,Ecuador,35,DB-13270,Deborah Brumfield
2022-06-06,Plata,Ecuador,31,RA-19915,Russell Applegate
2022-06-07,Plata,Ecuador,21,JL-15850,John Lucas
2022-06-08,Plata,Ecuador,29,AG-10675,Anna Gayman
2022-06-09,Plata,Ecuador,27,NG-18355,Nat Gilpin
2022-06-10,Plata,Ecuador,49,CB-12535,Claudia Bergmann
2022-06-11,Plata,Ecuador,37,MZ-17515,Mary Zewe
2022-06-12,Plata,Ecuador,45,LB-16795,Laurel Beltran
2022-06-13,Plata,Ecuador,38,CA-12775,Cynthia Arntzen
2022-06-14,Plata,Ecuador,30,AR-10825,Anthony Rawles
2022-06-15,Plata,Ecuador,30,JK-15370,Jay Kimmel
2022-06-16,Plata,Ecuador,35,AG-10270,Alejandro Grove
2022-06-17,Plata,Ecuador,32,BT-11440,Bobby Trafton
2022-06-18,Plata,Ecuador,38,AJ-10780,Anthony Jacobs
2022-06-19,Plata,Ecuador,30,PN-18775,Parhena Norris
2022-06-20,Plata,Ecuador,24,JH-15985,Joseph Holt
2022-06-21,Plata,Ecuador,31,CD-12790,Cynthia Delaney
2022-06-22,Plata,Ecuador,29,CB-12415,Christy Brittain
2022-06-23,Plata,Ecuador,33,TZ-21580,Tracy Zic
2022-06-24,Plata,Ecuador,35,NB-18580,Nicole Brennan
2022-06-25,Plata,Ecuador,39,LS-16975,Lindsay Shagiari
2022-06-26,Plata,Ecuador,35,AR-10405,Allen Rosenblatt
2022-06-27,Plata,Ecuador,32,JL-15235,Janet Lee
2022-06-28,Plata,Ecuador,45,PO-19195,Phillina Ober
2022-06-29,Plata,Ecuador,26,RH-19510,Rick Huthwaite
2022-06-30,Plata,Ecuador,37,AC-10420,Alyssa Crouse
2022-07-01,Plata,Ecuador,27,HZ-14950,Henia Zydlo
2022-07-02,Plata,Ecuador,37,KB-16405,Katrina Bavinger
2022-07-03,Plata,Ecuador,41,CC-12145,Charles Crestani
2022-07-04,Plata,Ecuador,26,KN-16390,Katherine Nockton
2022-07-05,Plata,Ecuador,30,SB-20290,Sean Braxton
2022-07-06,Plata,Ecuador,29,KD-16270,Karen Daniels
2022-07-07,Plata,Ecuador,42,OT-18730,Olvera Toch
2022-07-08,Plata,Ecuador,46,EH-13990,Erica Hackney
2022-07-09,Plata,Ecuador,48,TH-21550,Tracy Hopkins
2022-07-10,Plata,Ecuador,43,HR-14830,Harold Ryan
2022-07-11,Plata,Ecuador,25,SM-20905,Susan MacKendrick
2022-07-12,Plata,Ecuador,28,RD-19930,Russell D'Ascenzo
2022-07-13,Plata,Ecuador,37,BB-11545,Brenda Bowman
2022-07-14,Plata,Ecuador,41,DO-13435,Denny Ordway
2022-07-15,Plata,Ecuador,37,KM-16720,Kunst Miller
2022-07-16,Plata,Ecuador,42,BG-11695,Brooke Gillingham
2022-07-17,Plata,Ecuador,36,MM-18280,Muhammed MacIntyre
2022-07-18,Plata,Ecuador,26,AY-10555,Andy Yotov
2022-07-19,Plata,Ecuador,24,VD-21670,Valerie Dominguez
2022-07-20,Plata,Ecuador,33,VT-21700,Valerie Takahito
2022-07-21,Plata,Ecuador,40,AH-10030,Aaron Hawkins
2022-07-22,Plata,Ecuador,26,EB-14110,Eugene Barchas
2022-07-23,Plata,Ecuador,36,RR-19525,Rick Reed
2022-07-24,Plata,Ecuador,29,BO-11350,Bill Overfelt
2022-07-25,Plata,Ecuador,36,RS-19765,Roland Schwarz
2022-07-26,Plata,Ecuador,38,LC-16960,Lindsay Castell
2022-07-27,Plata,Ecuador,27,RE-19450,Richard Eichhorn
2022-07-28,Plata,Ecuador,41,MB-18085,Mick Brown
2022-07-29,Plata,Ecuador,38,JM-15265,Janet Molinari
2022-07-30,Plata,Ecuador,41,RB-19645,Robert Barroso
2022-07-31,Plata,Ecuador,32,SL-20155,Sara Luxemburg
2022-08-01,Plata,Ecuador,23,MW-18220,Mitch Webber
2022-08-02,Plata,Ecuador,21,LO-17170,Lori Olson
2022-08-03,Plata,Ecuador,29,SC-20440,Shaun Chance
2022-08-04,Plata,Ecuador,18,MT-18070,Michelle Tran
2022-08-05,Plata,Ecuador,35,JH-15910,Jonathan Howell
2022-08-06,Plata,Ecuador,36,CM-12160,Charles McCrossin
2022-08-07,Plata,Ecuador,49,BD-11620,Brian DeCherney
2022-08-08,Plata,Ecuador,31,BV-11245,Benjamin Venier
2022-08-09,Plata,Ecuador,30,JB-15925,Joni Blumstein
2022-08-10,Plata,Ecuador,22,JC-16105,Julie Creighton
2022-08-11,Plata,Ecuador,18,EL-13735,Ed Ludwig
2022-08-12,Plata,Ecuador,42,DK-12895,Dana Kaydos
2022-08-13,Plata,Ecuador,23,JA-15970,Joseph Airdo
2022-08-14,Plata,Ecuador,44,GK-14620,Grace Kelly
2022-08-15,Plata,Ecuador,22,NC-18415,Nathan Cano
2022-08-16,Plata,Ecuador,21,JP-16135,Julie Prescott
2022-08-17,Plata,Ecuador,33,AH-10585,Angele Hood
2022-08-18,Plata,Ecuador,37,JS-15940,Joni Sundaresam
2022-08-19,Plata,Ecuador,26,AR-10570,Anemone Ratner
2022-08-20,Plata,Ecuador,36,ST-20530,Shui Tom
2022-08-21,Plata,Ecuador,42,KM-16375,Katherine Murray
2022-08-22,Plata,Ecuador,19,TA-21385,Tom Ashbrook
2022-08-23,Plata,Ecuador,32,DP-13000,Darren Powers
2022-08-24,Plata,Ecuador,35,AF-10870,Art Ferguson
2022-08-25,Plata,Ecuador,26,MF-17665,Maureen Fritzler
2022-08-26,Plata,Ecuador,33,EB-13750,Edward Becker
2022-08-27,Plata,Ecuador,39,KC-16675,Kimberly Carter
2022-08-28,Plata,Ecuador,39,ME-18010,Michelle Ellison
2022-08-29,Plata,Ecuador,23,JS-15685,Jim Sink
2022-08-30,Plata,Ecuador,36,EH-13765,Edward Hooks
2022-08-31,Plata,Ecuador,31,JO-15280,Jas O'Carroll
2022-09-01,Plata,Ecuador,28,AS-10045,Aaron Smayling
2022-09-02,Plata,Ecuador,27,LS-16945,Linda Southworth
2022-09-03,Plata,Ecuador,37,CS-12130,Chad Sievert
2022-09-04,Plata,Ecuador,38,DM-13345,Denise Monton
2022-09-05,Plata,Ecuador,23,RB-19360,Raymond Buch
2022-09-06,Plata,Ecuador,22,DL-13330,Denise Leinenbach
2022-09-07,Plata,Ecuador,21,MT-17815,Meg Tillman
2022-09-08,Plata,Ecuador,22,CC-12220,Chris Cortes
2022-09-09,Plata,Ecuador,24,AB-10105,Adrian Barton
2022-09-10,Plata,Ecuador,33,BD-11500,Bradley Drucker
2022-09-11,Plata,Ecuador,27,JG-15115,Jack Garza
2022-09-12,Plata,Ecuador,26,SR-20425,Sharelle Roach
2022-09-13,Plata,Ecuador,22,CD-11920,Carlos Daly
2022-09-14,Plata,Ecuador,25,CL-12700,Craig Leslie
2022-09-15,Plata,Ecuador,22,YS-21880,Yana Sorensen
2022-09-16,Plata,Ecuador,35,EB-13870,Emily Burns
2022-09-17,Plata,Ecuador,30,Dp-13240,Dean percer
2022-09-18,Plata,Ecuador,30,EB-14170,Evan Bailliet
2022-09-19,Plata,Ecuador,15,SC-20575,Sonia Cooley
2022-09-20,Plata,Ecuador,29,JG-15805,John Grady
2022-09-21,Plata,Ecuador,24,CD-12280,Christina DeMoss
2022-09-22,Plata,Ecuador,25,CS-12355,Christine Sundaresam
2022-09-23,Plata,Ecuador,28,PF-19165,Philip Fox
2022-09-24,Plata,Ecuador,37,QJ-19255,Quincy Jones
2022-09-25,Plata,Ecuador,30,NZ-18565,Nick Zandusky
2022-09-26,Plata,Ecuador,28,MG-17875,Michael Grace
2022-09-27,Plata,Ecuador,31,MM-18055,Michelle Moray
2022-09-28,Plata,Ecuador,45,LD-17005,Lisa DeCherney
2022-09-29,Plata,Ecuador,26,DP-13165,David Philippe
2022-09-30,Plata,Ecuador,36,MS-17830,Melanie Seite
2022-10-01,Plata,Ecuador,28,DH-13075,Dave Hallsten
2022-10-02,Plata,Ecuador,38,SG-20605,Speros Goranitis
2022-10-03,Plata,Ecuador,8,MA-17995,Michelle Arnett
2022-10-04,Plata,Ecuador,22,AG-10390,Allen Goldenen
2022-10-05,Plata,Ecuador,24,LW-17215,Luke Weiss
2022-10-06,Plata,Ecuador,27,RD-19810,Ross DeVincentis
2022-10-07,Plata,Ecuador,31,RC-19960,Ryan Crowe
2022-10-08,Plata,Ecuador,40,VS-21820,Vivek Sundaresam
2022-10-09,Plata,Ecuador,32,CR-12625,Corey Roper
2022-10-10,Plata,Ecuador,20,BW-11200,Ben Wallace
2022-10-11,Plata,Ecuador,30,AG-10495,Andrew Gjertsen
2022-10-12,Plata,Ecuador,26,JK-15205,Jamie Kunitz
2022-10-13,Plata,Ecuador,22,AS-10135,Adrian Shami
2022-10-14,Plata,Ecuador,31,BT-11485,Brad Thomas
2022-10-15,Plata,Ecuador,35,RD-19585,Rob Dowd
2022-10-16,Plata,Ecuador,31,DL-13315,Delfina Latchford
2022-10-17,Plata,Ecuador,19,TS-21340,Toby Swindell
2022-10-18,Plata,Ecuador,28,GH-14425,Gary Hwang
2022-10-19,Plata,Ecuador,25,BF-11005,Barry Franz
2022-10-20,Plata,Ecuador,24,BS-11380,Bill Stewart
2022-10-21,Plata,Ecuador,37,IM-15055,Ionia McGrath
2022-10-22,Plata,Ecuador,26,TB-21055,Ted Butterfield
2022-10-23,Plata,Ecuador,22,AR-10540,Andy Reiter
2022-10-24,Plata,Ecuador,21,JS-15595,Jill Stevenson
2022-10-25,Plata,Ecuador,21,TT-21070,Ted Trevino
2022-10-26,Plata,Ecuador,28,JG-15160,James Galang
2022-10-27,Plata,Ecuador,30,EM-14140,Eugene Moren
2022-10-28,Plata,Ecuador,29,DP-13390,Dennis Pardue
2022-10-29,Plata,Ecuador,30,BF-11275,Beth Fritzler
2022-10-30,Plata,Ecuador,20,DJ-13630,Doug Jacobs
2022-10-31,Plata,Ecuador,22,CM-11815,Candace McMahon
2022-11-01,Plata,Ecuador,32,CM-12655,Corinna Mitchell
2022-11-02,Plata,Ecuador,31,SJ-20215,Sarah Jordon
2022-11-03,Plata,Ecuador,27,AZ-10750,Annie Zypern
2022-11-04,Plata,Ecuador,25,CM-12445,Chuck Magee
2022-11-05,Plata,Ecuador,33,NP-18685,Nora Pelletier
2022-11-06,Plata,Ecuador,45,BG-11740,Bruce Geld
2022-11-07,Plata,Ecuador,14,YC-21895,Yoseph Carroll
2022-11-08,Plata,Ecuador,25,TC-21475,Tony Chapman
2022-11-09,Plata,Ecuador,24,KN-16450,Kean Nguyen
2022-11-10,Plata,Ecuador,34,DW-13480,Dianna Wilson
2022-11-11,Plata,Ecuador,24,BT-11680,Brian Thompson
2022-11-12,Plata,Ecuador,30,SW-20755,Steven Ward
2022-11-13,Plata,Ecuador,25,DC-12850,Dan Campbell
2022-11-14,Plata,Ecuador,23,DG-13300,Deirdre Greer
2022-11-15,Plata,Ecuador,27,AG-10300,Aleksandra Gannaway
2022-11-16,Plata,Ecuador,18,MS-17980,Michael Stewart
2022-11-17,Plata,Ecuador,35,BP-11095,Bart Pistole
2022-11-18,Plata,Ecuador,21,RB-19330,Randy Bradley
2022-11-19,Plata,Ecuador,27,AS-10240,Alan Shonely
2022-11-20,Plata,Ecuador,46,CA-12055,Cathy Armstrong
2022-11-21,Plata,Ecuador,26,RA-19885,Ruben Ausman
2022-11-22,Plata,Ecuador,23,AA-10375,Allen Armold
2022-11-23,Plata,Ecuador,22,JL-15505,Jeremy Lonsdale
2022-11-24,Plata,Ecuador,35,JH-15820,John Huston
2022-11-25,Plata,Ecuador,23,CD-11980,Carol Darley
2022-11-26,Plata,Ecuador,27,FM-14380,Fred McMath
2022-11-27,Plata,Ecuador,37,TB-21355,Todd Boyes
2022-11-28,Plata,Ecuador,21,SW-20245,Scot Wooten
2022-11-29,Plata,Ecuador,37,DW-13585,Dorothy Wardle
2022-11-30,Plata,Ecuador,25,DW-13540,Don Weiss
2022-12-01,Plata,Ecuador,19,KE-16420,Katrina Edelman
2022-12-02,Plata,Ecuador,15,FC-14245,Frank Carlisle
2022-12-03,Plata,Ecuador,23,GT-14755,Guy Thornton
2022-12-04,Plata,Ecuador,30,TM-21010,Tamara Manning
2022-12-05,Plata,Ecuador,25,BG-11035,Barry Gonzalez
2022-12-06,Plata,Ecuador,14,CC-12670,Craig Carreira
2022-12-07,Plata,Ecuador,16,KD-16345,Katherine Ducich
2022-12-08,Plata,Ecuador,23,EH-14125,Eugene Hildebrand
2022-12-09,Plata,Ecuador,21,NC-18535,Nick Crebassa
2022-12-10,Plata,Ecuador,37,AJ-10945,Ashley Jarboe
2022-12-11,Plata,Ecuador,23,BS-11590,Brendan Sweed
2022-12-12,Plata,Ecuador,24,EK-13795,Eileen Kiefer
2022-12-13,Plata,Ecuador,14,TS-21655,Trudy Schmidt
2022-12-14,Plata,Ecuador,17,Dl-13600,Dorris liebe
2022-12-15,Plata,Ecuador,24,GM-14440,Gary McGarr
2022-12-16,Plata,Ecuador,25,RD-19720,Roger Demir
2022-12-17,Plata,Ecuador,24,DK-12835,Damala Kotsonis
2022-12-18,Plata,Ecuador,23,JF-15295,Jason Fortune-
2022-12-19,Plata,Ecuador,21,ML-17755,Max Ludwig
2022-12-20,Plata,Ecuador,26,MZ-17335,Maria Zettner
2022-12-21,Plata,Ecuador,24,RD-19660,Robert Dilbeck
2022-12-22,Plata,Ecuador,21,MC-18130,Mike Caudle
2022-12-23,Plata,Ecuador,18,KD-16615,Ken Dana
2022-12-24,Plata,Ecuador,26,LC-16885,Lena Creighton
2022-12-25,Plata,Ecuador,24,KL-16645,Ken Lonsdale
2022-12-26,Plata,Ecuador,11,LS-17200,Luke Schmidt
2022-12-27,Plata,Ecuador,22,LC-17050,Liz Carlisle
2022-12-28,Plata,Ecuador,15,AG-10900,Arthur Gainer
2022-12-29,Plata,Ecuador,19,RB-19465,Rick Bensley
2022-12-30,Plata,Ecuador,21,CC-12610,Corey Catlett
2022-12-31,Plata,Ecuador,26,HF-14995,Herbert Flentye
2023-01-01,Plata,Ecuador,20,CP-12085,Cathy Prescott
2023-01-02,Plata,Ecuador,16,SP-20545,Sibella Parks
2023-01-03,Plata,Ecuador,17,KD-16495,Keith Dawkins
2023-01-04,Plata,Ecuador,20,SC-20380,Shahid Collister
2023-01-05,Plata,Ecuador,26,AH-10075,Adam Hart
2023-01-06,Plata,Ecuador,17,SC-20050,Sample Company A
2023-01-07,Plata,Ecuador,22,TB-21520,Tracy Blumstein
2023-01-08,Plata,Ecuador,18,TS-21205,Thomas Seio
2023-01-09,Plata,Ecuador,17,CT-11995,Carol Triggs
2023-01-10,Plata,Ecuador,11,MC-18100,Mick Crebagga
2023-01-11,Plata,Ecuador,20,SV-20815,Stuart Van
2023-01-12,Plata,Ecuador,23,TC-21145,Theresa Coyne
2023-01-13,Plata,Ecuador,16,JE-15745,Joel Eaton
2023-01-14,Plata,Ecuador,20,AH-10195,Alan Haines
2023-01-15,Plata,Ecuador,25,DH-13675,Duane Huffman
2023-01-16,Plata,Ecuador,16,PG-18820,Patrick Gardner
2023-01-17,Plata,Ecuador,22,MP-17470,Mark Packer
2023-01-18,Plata,Ecuador,23,AJ-10795,Anthony Johnson
2023-01-19,Plata,Ecuador,23,PF-19120,Peter Fuller
2023-01-20,Plata,Ecuador,18,MP-18175,Mike Pelletier
2023-01-21,Plata,Ecuador,24,RF-19345,Randy Ferguson
2023-01-22,Plata,Ecuador,23,AH-10690,Anna Hberlin
2023-01-23,Plata,Ecuador,18,EA-14035,Erin Ashbrook
2023-01-24,Plata,Ecuador,21,ON-18715,Odella Nelson
